content,sentiment
Bug di device Poco X7 pro,0
"Tolong ya iklan nya yang JVDOL di hapus , ga bisa ya ambil iklan yang positif",0
saya tidak bisa masuk ke nomor orang lain Thailand,1
ga bisa daftar pakai no hp,0
..hp ₩awal tahun plg 7,0
buat daftar GK bisa keblokir terus nomer tidak bisa digunakan,0
very good app i got many friends in this app,1
lupa sandi di bikin ribet dulu enak mau masuk kalau lupa sandi apk bodo cabut aja lu dari indo,0
gapernah pindah device tapi dimintai verifikasi device lama tuh gimana tolol,0
"great apps ,fun and easy to use",1
mohon ditingkatkan lagi,1
GAADA MASALAH EH LINE GUA DI BLOKIR SEMENTARA GA JELAS LU BANGRUT Aja,0
"susah akses untuk masuk kembali, padahal akun nya udah ga bsa dibuka lagi harus pindain kode. kenapa ga verifikasi melalui email aja biar lebih gampang akses nya, dibikin rumit",0
"login dengan akun lama, yg blm ditautkan ke google. ketika muncul kata ""ya, itu akun saya"". kenapa blm bisa masuk.",1
busuk login susah,0
Ok,1
"line sekarang semakin down, saya tidak bisa login dengan nomor telfon, sudah menunggu kode verifikasi tapi tidak ada kode sms yang masuk di nomor saya, jika line terus seperti ini saya yakin akan semakin hancur",0
"tolong bantu, login email tidak bisa login no telp tidak bisa itu kenapa?",0
TERLALU DI PERSULIT BUAT LOGIN KE AKUN LAMA !!!!,0
tidak bisa mengkaitkan nomor handphone,0
terlalu rumit! knp line skrng begini?!,0
kecewa sama line yg sekarang.,0
bagus lah ya,1
mau daftar make google aja kg bisa,0
Fitur story dan linen voomnya udah nggak ada :(,1
"pakai line dari 2013-2020, sempet uninstall beberapa tahun sekarang mau download lagi karena pingin lihat timeline²nya, tapi ternyata udah di hapusss, padahal seru banget lohh, sedih,,, dulu yg bikin line beda dari yg lain vitur timeline nya tapi skrg di hapus😭😭",1
hello kenapa dikontak line saya tidak bisa menambahkan kontak saya otomatis,1
"notif sering ngga muncul, kalo aplikasinya di buka baru deh muncul notifnya... akhir2 ini sering kaya gitu, trus kenapa line ku ngga ada fitur orang di sekitar.?? padahal dulu ada sekarang ilang.. ih payah",1
gak bisa daftar si,0
ok,1
"kembalikan line KEEP, data lama saya di dalam tapi tidak ada lagi😭",1
"aku mau login ngk bisa, tolong donk kalo sudah pakai no hp jgn verifikasi lewat sms,, no hp nya ngk aktif lagi,, kesel nya ngk bisa login akun lama",0
"susahnya login di device baru, padahal device lama uda g bisa dipake, gimana dong payah proses login nya!",0
"banyak bug sekarang, ga bisa nonton youtube sambil vc",0
web selalu eror saat registrasi. payah banget,0
jadi kurang seru....,1
"kenapa gabisa login lewat fb sieh di update terbaru ini, padahal akun gw terhubung ke fb",0
"awalnya balik ke line,kaget banget sekarang jadi ada iklan judol?? dih engga banget lgsg uninstall",1
"nomor lama udah hilang, kaitan di FB kehapus sendiri gimna cara buka akun lama? maka banyak foto/video kenagan ku simpan disana lg",1
"Tidak bisa login, tolong diperbaiki",0
"sekarang kok tidak bisa pakai nomer indonesia,,,",1
jelek,0
Mau login ulang aja dipersulit,0
alat bantuan komunikasi efektif,1
ok,1
mau daftar akun susah bener anj trus mau ganti password aja susah,0
sekarang sangat buruk...Aq pake line udah lebih 14 thn meski sering ganti hp tp kini d hp yg sama mau daftar lagi susah bahkan tak bisa sama sekali,0
"line kenapa diupdet makin jelek? timeline dihilangkan, login pun dipersulit :(",0
banyak bug,0
👍🏽👍🏽👍🏽,1
google masih ada. nomor telepon masih sama. cuma hp lama yang hilang wkwk. tetep aja gabisa login,0
Tolong Balikan Fitur Voom,0
"kenapa saat melakukan video call, sistem berbagi layar youtube error 15?!",0
ok,1
nggak bisa daftar ataupun login 🤣🤣🤣,0
"APAAN INI APK, LOGIN GA BISA, DAFTAR GA BISA ANEHHH",0
"tolong lahh, masa ngirim kode ke email ga bisaa untuk pindah akunn",0
"mau login di hp baru, dibikin ribet. alhasil gabisa login gbbbgl",0
"gue kena penangguhan mulu, padahal gak ngapa ngapain. ini tuh dipake buat komunikasi di tempat kerja, pls lah.",0
udh ga asik pake line.. ga bisa update story dll.. uninstall..!!,0
"baru mau akses kembali, tapi tidk bisa.",0
report akun lain tapi ga pernah direspon. ckck.,0
"line jelek suka adu domba pengguna, maleslaah kekgini",0
"Setiap lagi Videocall dan mau nonton youtube kenapa gak bisa ya ? padahal sebelumnya bisa dan lancar, tolong dong diperbaiki soalnya sudah 3 hari tetap gak bisa. apakah mau di hapus juga fitur aktivitasnya?",0
kenapa GK bisa d buka ya lewat email,0
line voom ku ga ada loh,0
"I cannot log in to my LINE account. It keeps asking me to register an email and password on the previous device, which I no longer have. This is very frustrating and makes it impossible to recover my account. Please fix this login issue.",0
setelah beberapa tahun gak buka line sekalinya buka ternyata udah gak bisa buat story lagi :'( sedihhhhhh,1
baru download aja gak bisa masuk....... langsung kluar sendiri....,0
"gabisa login ke akun lama karena harus ada device lama buat login, aduh ngapain dipersulit gini? gimana cara dapet verification code kalo device lama udah gaada? udah coba hubungin cs ga direspon dan gaada email masuk udah 2minggu nunggu. TOLONG KASIH SOLUSI",0
"Apakah di Line ada fitur-fitur seperti di WhatsApp? Share lokasi (GPS), share foto, video, file (word, Excell.. dokumen)? Karena di Indonesia WhatsApp lebih banyak digunakan drpd Line",1
kenapa akun saya tdak bisa di bukak,1
kurang membantu,0
aplikasi jelek banyak errornya,0
Di daftar chat ada iklan ngejreng paling atas ke tampilan beranda ada iklan juga done! uninstall,0
"aplikasi myt, tiap dibuka pasti langsung drop ini sinyal",0
Tambah.aplikasi sama wat.app,1
Suci,1
loading terus tidak bisa logib padahal sinyal bagus,0
"aplikasi kacau, masa di iphone gabisa login lagi kalau ga pakai google, dan aneh juga, padahal sudah buat akun line, tapi malah gabisa terlogin, alhasil akun line saya kayak ilang begitu padahal sudah buat dan sudah ada grup, saya sudah chat ke customer service line berkali-kali dan tidak ditanggapi,seakan-akan tidak memedulikan pengguna aplikasi tersebut, maka sebagai pengguna aplikasi yang merasa telah dirugikan tolonglah perbaiki line di iphone, masalahnya juga tidak dapat buat akun baru diip",0
"no line voom, line today...no good for smuler, smuler like to post their creativity in line...and Indonesian people loves to post something...not only just phone call, bloon sia mah ah",0
yeayyyyyyyyyy 🐱,1
suda akses akun line lama,0
Fitur ditambah nomer telpon tidak bisa padahal dulu bisa,0
"Sedih banget,udah ga ada alasan pakai Line lagi - LINE PLAY udah ga ada - LINE voom udah ga ada jadi ga bisa post/buat story.. Bingung mau unisnt atau engga 🥲",0
KENAPA SAYA NGG BISA LOGIN MENGGUNAKAN FACEBOOK LAGI PADAHAL AKUN SAYA ITU NYANGKUT LEWAT FACEBOOK TOLONG DONK PIHAK LINE KASIH SOLUSI,0
"mau log in aja susah banget. hp yg lama udah dijual,udah di reset ulang. masa iia harus verifikasi pake hp yg lama. gila kali.",0
kenapa sekarang tidak bisa buat liat youtube kalo vidio coll,1
people nerby sekarang gk ada dan ada pun kebnyakan akun yg sudah tidak aktif... gk asik line sekarang,0
"apaan sih, verifikasi pindah akun, hei maaf ya sebelumnya aku habis ganti hp, hp yg lama udah jual ini mau login line malah diminta verifikasi pindah akun, sedangkan harus verifikasi dihp sebelumnya. Ayolah tolong kenapa gk minta kode verifikasi pindah akun lewat gmail aja? bisa gk? sumpah lama² line gk bakal laku kalau sistemnya kayak gini, nyusahin pengguna line, saya soalnya pengguna line sejak 2015 tapi kali ini dipersulit untuk login maupun apalah yg lainnya🫤",0
"WOY LINE, BALIKIN LOGIN VIA FB LAH",0
"hallo line terhormat dan para tim line tolong perbaiki line nya, karena saya ingin masukin akun tidak masuk line nya karena verifikasi sementara di blokir .. masuk line dengan pengguna Gmail",1
"so soOo cutie to me ! i like everything abt this app, pokonya ini aplikasi sangat sangat berguna bagi aku !! && bisa send chat juga, gemay sekali >___<",1
apk GK ngangotak mau login aja ribet nya minta ampun,0
aplikasinya sangat bagus,1
login sangat sulit lupa passwotnya 🙄🙄,0
"saya sudah punya akun, tapi sudah lama tidak bukak apk lin sya mau masuk lewt no hp , akun saya ketemu, tapi line nya mintk email. saya gk bsa masuk, knpa y, mohon bantuannya",1
apk ga jelas malah gabisa login anj taiii,0
knp akun saya tidak bisa masuk harus melelui line lama tdk bisa di pake kalau pake hp baru maaf saya kasi bintang 1,0
"jadi ada iklannya, sangat menganggu",0
..bt,1
jelek,0
tolong ini aplikasi tidak bisa di manikan,0
"tidak bisa menerima pesan dari orang lain dan sudah berkali""lihat tutor untuk memperbaikinya sama sekali tidak bisa. mohon kasi penjelasan !",0
tidak bisa buat akun dengan nomor HP padahal itu sangat membantu kita untuk join grup dengan orang luar negeri hadehh,0
"saya sudah login pakai akun google tapi tetep tidak bisa disuruh masukin kode konfirmasi sedangkan hp saya yang sudah terdaftar di line itu hilang, solusinya bagaimana kk?",1
semakin lama semakin buruk . setelah di perbarui malahan jika ada pesan atau tlvon tidak ada notif,0
kenapa ga bisa daftarkan nomor telepon woiii tolonggggggggg bagaimana iniiiiii,0
tidak suka ada iklan porno nya,0
"gabisa log in ribet harus verif di perangkat lama, sedangkan perangkat lama sudah tidak ada gimana sih line ribet banget",0
gak bisa terdaftar nomornya,0
line mengecewakan mau login aja susah 😥 padahal sudah kedetek kalau itu memang akunku masih harus verifikasi gajelas,0
kok gabisa masukin no telp sih?,0
saya tidak dapat masuk ke akun saya.,0
"mau login lagi dipersulit, apes banget yang Gonta ganti hp",0
ok,1
terkadang terjadi error,1
"kok sekarang susah ya mau masuk ke line ,lupa password terus ikut langkah petunjuknya muncul bahasa inggris terus ikut langkah 2 tetap gk bisa 2",0
"apk aneh, gak bisa login akun lama karena harus verikasi dulu. sedangkan kode verifikasi nya harus lewat chat di line nya. lalu metode login selain akun utama sama aja. sedangkan sudah tidak ada perangkat yang tersambung dengan akun nya. gimana mau masukin kode nya😩",0
mau login susah banget ya,0
apk yang terlupakan,0
tolong kembalikan login facebook,0
verivikasi saya diblokir semenyara selama 2 bulan gimana ini admin??,0
kenapa tidak bisa daftar pake nomor hp lagi line ini tolong pihak line perbaiki,0
sering terjadi eror,0
"ini kenapa ga bisa login, di blokir",0
"jelek Gak Bisa Keluar masuk Sekarang ,,Sekali Keluar langsung Kena Masalah Verifikasi Pindah Akun Padahal Login Nya masih Pakai perangkat yang Samaa ,,Sampahh betull",0
Bagus,1
Menambahkan teman secara otomatis dari kontak kenapa tidak bisa yaa .. nomor telpon Indonesia emang ga bisa pake line ?,0
tolong kasih tutorial tentang penambah kata sandi sedangkan saya login pakai nomor kartu tapi pas login di suruh tambahan sandi sedangkan di pencet tapi cuman yang ada tutorial dan tidak ada untuk penambahan sandi,1
tolong dong biar bisa bikin status kek dulu lagi loh,1
"sama seperti WhatsApp,tapi saya lebih suka aplikasi ini,kerna sticker lucunya❤️",1
kalo ada bintang -100 gua kasih -100 dah ini aplikasi. serba error gaada yang bener kerjanya kayak udah gak niat jadi aplikasi. mending lu hapus aja dah ini aplikasi gak guna,0
gabisa login stuck di loading,0
tolong line kembalikan fitur membuat story seperti dulu.,1
bagus banget,1
app mbot gajelas udah lah hapus aja ini app,0
ok,1
"ini cara login nya gmna,malah minta kode di perangkat utama jelas jelas hp gua cuma satu pea",0
"Sip bgt... ⭐️⭐️⭐️⭐️⭐️(ini rating pada jaman nya line booming 2016) sekarang ditahun 2025 saya mau pake aplikasi ini lagi dengan akun saya yg lama, tapi hasil nya zonk gak bisa di buka dan ribet. akhirnya ku hapus lagi aja, sekian dan terima kasih 🙏",0
bagua apk,1
"Tolong line jangan begitu, mau login harus masuk lewat perangkat lama. Klik Forgot Password aja harus masuk di aplikasi line dengan aplikasi di hp lama yang notabene app line sudah dihapus. Terus saya gimana mau login nya?",0
puji😘🥰😍😚😅,1
Tidak bisa membuat ID,0
"kecewa... padahal paling suka line dari dulu, semua foto dan video hilang 😭",0
kembalikan line voom,1
ga jelas,0
"lama lama apk nya gjls masa ga bisa login lago padahal akun google sudah terdaftar, APLIKASI GA JELASS TOLONG DI PERBAIKI",0
"""Terikasih banyak babak baru telah hadir""",1
tidak bisa menambahkan nomor telepon,0
Tidak bisa mendaftar nomor lagi,0
. M,1
mau login aja ribet banget,0
Bagus sekali,1
suka pakai Aplikasi line,1
"parah baru masuk, baru bikin akun juga malah dapet semua segalanya serba error",0
tidak bisa login maupun daftar menggunakan google... selalu loading terus menerus,0
pdhl tidak pernah melanggar apapun tentapi akun d tangguhkan. tolong solusinya sy seperti ini dh 2 kali,0
"entah mengapa saya tidak bisa mendaftar akun, setelah memilih negara dan batas umur ketika memilih opsi google cuma berputar² sudah saya tunggu 1 jam tetap berputar²",1
Kembalikan Line Voom,0
Kenapa line punya ku hanya bisa menerima pesan & tidak bisa mengirim pesan,1
Jelek,0
"Apk TAAiiii, mau masuk ke akun sendiri susah banget ngeentod",0
"Keamnan sekarang ribet, gabisa login.",0
ga bisa login apalah,0
"ngak bisa login, karna nomor lama sudah hangus...🤦 pakai nomor baru ngak bisa, aplikasi macam apa ini.",0
"It seems like every post here doesnt went into good ears, maybe because lacks of understanding due to bahasa? in that case, i would make this complain in English. I wanna say that I really loved this app, but recently it become so old fashioned that it kinda died out. I mean, what we need is just to login, yet, we need to acceptance in an OLD DEVICE? which most of the time we cant acces anymore. Is the Dev team really so stupid that they self sabotaged their own app? I really need to login man",0
"kubur aja ni apk , udh bgus2 seperti dulu mlh voom +status di tiadakan , Apk gajelas!!!!",0
Aku suka,1
aplikasi nya gak hisa login,0
Aamiin 🙏🏻🙏🏻🙏🏻,1
ok,1
JELEK BGTTTTTTT EROR TRS GABISA LOGIN,0
banyak eror yg tdk jelas alasannya,0
"Banyak kesulitan login, harus versi 12 itu yg sulit dicari",1
kenapa saya tidak bisa daftar nmr telfon di wilayah sendiri?,0
"masa saya tidak bisa daftar di line, muter2 mulu tampilannya, padahal hp oke, jaringan baik, tp tetep aja muter, udh ditunggu lama pun masih loading.",0
"tidak bagus, masih lebih bagus Instagram sama facebook",0
"susah harus verif di dalam aplikasinya sedangkan lagi ga login akun, gimana logikanya user experience nya bad",0
KOOO GABISA LOGIN SIH😭,0
"aplikasi tidak aman, semua bisa di retas",0
line sulit banget didaftarkan di Indonesia. uhhhh capek tetep gak bisa bisa. apa tidak bisa diperbarui ya Agar lebih mudah,0
gbs login,0
"masuk melalui link error, dicoba berulang kali tetep error, hapus cache masih error, hapus aplikasi lalu instal lagi, loginnya error juga, pantas bintang 1",0
"maaf saya ngasih bintang 1 karena akun saya 2× di tangguhkan padahal saya tidak salah apa2,gimana cara akun saya biar bisa balik",0
"""Figur mini Yesus bergaya imut di w Lagu ee eeeeeeeeeded3 apat apat",1
org chat bisa gue blas gk bisa tololl aplikasi smpah,0
pelayanan kurang baik,0
Sangat bagus danterhormat9,1
it will be more usefull dan helpfull if feature 'one seen photo/video' added,1
good,1
"Balikin lagi dong, vitur timeline atau voom karna menyulitkan sekali. Lagian line banyak dipake diindonesia segala diapus vitur vitur penting",0
"Masa gabisa login menggunakan akun google? padahal akun yang terdaftar menggunakan akun tersebut. Makin kesini makin jelek, mempersulit user untuk login, minimal sediain opsi apa kek buat user yang lupa pass dll. Masa harus login dulu baru bisa ganti pass? MIKIR udah lupa pass mana bisa login jirrr",0
kenapa sekarang line tidak bisa buat story seperti sebelum nya?,0
Ribet amat ini aplikasi ...,0
jelek,0
"gabisa login ,loginya loading terus menerus",1
plis line kembalikan login dengan fb,1
kenapa sekarang ada iklan di kolom chat nya,0
"banyak fitur yang tidak berguna, tapi masih dipertahankan. seperti webtoon, game, kamera, kenapa masih dijadikan fitur di line kalau sudah dibuat aplikasi terpisah? banyak hal berguna tapi dihapus atau tidak berfungsi dengan baik, seperti momen atau sesuatu untuk mengunggah foto/video, mengurutkan nama teman berdasarkan baru ditambahkan juga berantakan.",0
sangat membantu,1
tolong dong ka sediain line kaya dlu bisa bnyak gc atau buat snap dan postingan😭🙏🏼,1
"membuka game sering banget frezee , sangat berat. apalagi mencari receh token Kaia,, Harus di tingkatkan lagi, ga enak bermain, masih enak main di telegram.",0
TERLALU SULIT UNTUK DI JELAS KAN DENGAN KATA KAT,0
"saya baru kembali gunakan line, tapi kenapa saya tidak bisa menambah teman dan juga tidak bisa mendaftarkan nomor HP untuk tambah teman secara global?",1
"aplikasi line sekarang aneh, mau login dengan email yang terkait ga bisa. muncul tulisan verifikasi diblokir untuk sementara. astagaaaaa.",0
asu,0
"saya sangat tidak puas dengan aplikasi ini,karna susah untuk mengendalikan dan mengatur apa yg kita inginkan termasuk menambahkan nomer telfon dan mencari id",0
"Tidak butuh notif berita tentang politik atau apapun, saya memakai line untuk chat, bukan untuk baca berita politik yang selalu muncul di layar utama! Kalau ada bintang 0 gua kasik bintang 0!",1
"pesan tidak masuk, padahal ada pesan di notifikasi tapi saat buka line tidak ada pesan yang masuk, jaringan ku bagus banget tapi gak ada pesan line yang masuk",1
kenaoa setiap verivikasi akun selalu di blikir sementwra???????? di hp lama seperti itu di hp baru pun seperti itu jelek sekali.,0
"login cuman bisa kalau ada device lama, pengen bikin akun baru pun kudu lewat gmail gabisa lewat no hp kalau udah nyantol 1 gmail gabisa di ganti (nyoba login pake email dulu gabisa, mau sign up nyantolnya cuman 1 email yang tadi jadi gabisa), ada opsi buat login pake nomor hp tapi gaada opsi bikin akun baru pake nomor hp. ujung2nya ya gabisa dipake sama sekali 😊😊😊",0
mnatap,1
"susah login,masa harus login lewat line",0
njajal,0
sangat baik,1
kenapa saya tidak bisa menambahkan teman selalu tertulis no telpon tidak dapat di tambahkan di negara / wilayah anda,0
good,1
aplikasi sampah download login via icloud kata sandi salah terus pas coba login icloud di browser bisa login. kendala susah login via icloud dari android.,0
nice,1
"tolong adain fitur ganti ID pengguna gapapa 1x tiap 5 tahun juga, saya mau ganti Idnya tapi masih mau pakai no lama, kalau bisa nanti di naikin ke bintang 5",0
"Line sekarang ga kaya dulu ih, adain fitue voom lagi dongg, ga seru bgt :(",1
"Saya sudah catat sandi dan email saya yang benar, tetapi kenapa setelah saya mencoba login ulang tidak bisa. Dan ketika ingin ganti sandi kok malah harus sudah login (masuk) ke APK nya baru bisa diganti? logikanya dimana? Misal nih HP saya ke reset trs otomatis kan saya login ke line lah kok malah, sandi dan email yang sudah saya catat ternyata salah, PADAHAL SUDAH SAYA CATAT. Dan logika org pasti pada pengen lgsg ganti sandi, tapi syarat ganti sandi itu harus dilakukan di dalam akun Line???????",0
"tolong ini akun saya tbtb di blokir sementara, saya tidak melakukan kesalahan apa apa namun scr tbtb ke blokir. sudah 3 hari saya coba login tidak bisa terus, ini kenapa? bagaimana caranya? tolongggg",1
"nge chat kagak bisa karna kena pelanggaran,,, padahal baru masuk lagi🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️",0
dulunya aplikasi ini bagus sekarang semakin buruk. gimana tidak buruk asal main banned akun. aplikasi sampah!!!,0
"udahhh kecewa bangettt masa tiba"" ke blockir tanpa sebab -_-",0
"Tolong ya line tolong jangan persulit, daftar baru gabisa login lagi harus dapat kode dari perangkat lama. perangkat lama sudah tidak ada . solusinya gimana iki kalau terus dipersulit",0
"Kacau, beranda jadi hilang, fotopun hilang. Line tidak sebagus dulu.",0
"tolong tanggapi pengaduan saya tentang login, saya sudah membuat pengaduan dari kemarin tapi belum mendapatkan email balasan",0
"APALAH TIBA² DI SUSPEND PDHL GA NGAPA²IN, ID LINE INI UDH GW PAKE UNTK ISI DATA PENTING, KLO GW GANTI ID LINE NY SKRG BIKIN REPOT KOCAKKK",0
apk kurang bgs,0
setau ak aplikasi yg tolol ya ini mau masuk udah ada akan lama di hp lama mau masuk di hp baru pakai akan sama GK bisa masuk gila ini mah,0
"aplikasi sampah, sering not responding, aplikasi berat banget padahal cuma aplikasi messenger, hapus aja dari playstore",0
"akun lama gabisa login, giliran mau daftar akun baru malah gapernah bisa",0
sundazxx,1
mohon infonya salah persaan tidak pake pasword.. tapi kenapa ketika ganti HP harus pake pasword Terima kasih,1
min tolong jangan hapus fitur filter di video calllllll 😭😭😭,1
Nice,1
aplikasi jadi tidak jelas mending Balikin sistem kaya dulu,0
"Fitur send friend request dipulihkan tolong, sama timeline, sama Square",1
sangat sulit mendaftar no tlpn selalu tidak bisa,0
app jelek sekali,0
"Bagian login ko ada notif update padahal di sini ga ada tulisan update,, kalo emang aplikasi udah ga mendukung knpa masih bisa di download,,",1
"Selalu stuck login google, hanya mutar² saja",0
"gak bisa daftar maupun login, alasannya harus update line, padahal baru saja didownload dan tak ada tombol update diplaystore",0
kalo ga seneng bilang boszzz!!,0
"Jangan hilang please, stay with me line! hope you bring back split bill sama tetao ada memo keep yaa pleaseee 🥹🙌🏻",1
Bantu pulihkan akun saya,0
busuk anjir gbisa menambah teman,0
"DEVELOPER BALIKIN FITUR VOOM DONG, PLSS BANGET INI MAAAA.. SOALNYA FITUR ITU LUCU BANGETT TERUSS TAMBAHIN FITUR LAINNYA JUGA BIAR MAKIN KECEEE.. SEMANGATT DEVELOPER ☺️☺️",1
sayang aja sih udah gak bisa login lewat FB lagi game line gw banyak jga disitu,0
"kenapa sekarang line tidak ada line voom di Indonesia padahal seru bangett, klo gada line voom bosenin bgt cuma bisa chattingan, tlpnan aja. ga seru dehh line sekarang mahhh",0
"dasar aplikasi tolol, login di perangkat yg sama aja pake verifikasi pindah akun apa maksudnya? ribet bngt login di line. kalo mau bangkrut ya bangkrut aja gausah ngeribetin pengguna",0
👍🏼,1
"banyak fitur mengalami bug,tidak bisa menambahkan no tlpn",0
Masih bagus sampai saat ini.,1
"kenapa nomerku ga bisa didaftarkan sih?! tulisannya ""no. telepon tidak dapat ditambahkan di negara/wilayah anda"" padahal aku udah pake nomer yang berbeda beda tapi tetep ga bisa. gimana caranya make ni app kalo daftar nomer ga bisa",0
"kecewa, ternyata aplikasi ini tidak aman, chat bisa d baca d seluler manapun...",0
"kenapa saya tidak bisa menambahkan teman dibeda negara dengan ID atau nomer .menggunakan ID tidak muncul dengan kode RQ muncul tapi tidak bisa ditambahkan karna eror tirjadi tidak diketahui ,tolong perbarui sistemnya supaya pengguna bisa menggunakan dengan lancar seperti dulu",1
"Saya harap, nantinya ada fitur edit nama grup untuk pribadi. Misalnya ada grup kelas, nama grupnya kepanjangan, nah kita ingin singkatin, singkatinnya pake fitur edit nama grup, nah kita edit nama grupnya, tapi nama grup yang kita edit itu hanya berlaku untuk kita yang edit. Nah untuk anggota grup lain bisa pakai nama grup asli atau juga bisa edit nama grup untuk pribadi/diri sendiri. fitur ""rename group for personal view"".",1
"tolong saya punya akun di handphone yg sebelumnya terkena masalah blackscreen. Saya ingin login di handphone baru susahnya minta ampun. Padahal Uda menyediakan opsi untuk ""Login dengan cara lain"" yang mana itu disediakan untuk login akun lama yg memang tidak bisa diakses dari perangkat lama. Tapi ketika di klik pakai akun google malah minta verifikasi lewat akun line lama. Idiot dah",0
Gak bisa bikin story yg dibagikan utk teman2 trtentu...!,0
sangat cocok,1
GIMANA NI KAGA BISA LOGIN,0
Emang aplikasi apansi buat daftar/login gabisa mulu padahal jaringan bisa advice juga memadai emang aplikasi busu,0
ok,1
"tolong kembalikan Line yang dulu, bisa login menggunakan nomer HP tanpa harus login ke email juga 😭",0
"ga bisa akses line, tiba"" ga ada koneksi internet. padahal ada koneksi, aplikasi sampah",0
eror mulu,0
makin ribet login linenyaaaaaa,0
banyak orang nakal yang add,0
dulu sebelum ada ig saya pengguna line..tetapi sekarang kok jelek banget ya fitur line,0
BALIKIN LINE VOOM NYA OIII!!!,0
mantap dul,1
"Saya mereset hp yang saya gunakan, setelah itu, saya ingin login keakun saya tetapi tidak bisa karena ada verifikasi. tolong verifikasinya lewat email saja. . . jangan di persulit",0
bagus,1
MIN ADAIN VOOM LAGI DONG MAU POST STORY NIH,1
Beny Liu,1
menurut saya tambahkan fitur bagikan layar seperti apk sebelah biar kita ada pilihan mau pake apk sebelah apa ini,1
ribet sama fiturnya ga lengkap,0
"line sekarang jelek mau daftar akun aja lelet banget muter"" loading ngestuck",0
baguz dan saya sangat menyukainya..,1
The best,1
semua bagus,1
"kok line yang sekarang menurutku aneh ya mau masukin nomor hp susah amat, katanya tidak tersedia di negara/wilayah padahal udah aku klik negaranya indonesia, kok masih nggak bisa ya",0
"akun line saya gabisa login ad QR linennya ,udh buat pengaduan katanya 1x24 jam bakal di bantu ini udh lama dari jangka waktu itu pelayanan line sangat mengecewakan ,saya butuh akun line saya karena bnyk line orng yg penting2 tapi pihak line tidak menggubris jika ad bintang 0 besar pasti saya kasih bintang 0 untuk pelayanan line ini sangat mengecewakan",0
sering bug,1
aneh tidak bisa login harus verifikasi blok,0
"pernah login di hp yg dulu rusak , skrg susah login lg di no yg sama dgn hp baru, mesti verifikasi email di hp sebelumnya, tolol, pdhl di hp yg baru jg ada email yg sama di hp dulu rusak, mesti ya dipersulit, terpaksa uninstall lg",0
daftarkan nomor tidak bisa tambahkan teman juga ga bisa,0
"ada pesan masuk tapi tidak ada notif ,buka aplikasi dulu baru tau kalau ada pesan masuk itupun loadingnya lama sekali",0
Log in is difficult application complicated registering phone number can not be,0
heran gak bisa accept permintaan berteman di people nearby,1
ok,1
"padahal sudah setia 10 tahun pake aplikasi line, tapi kenapa sekarang susah buat login, mau mindahin akun gk bisa karna HP lama sudah rusak, skrang mau login di HP baru pake nomor kode verifikasi tidak masuk ke SMS, padahal SMS tidak di batasi dan tidak ada nomor yang di blokir, tapi kode verifikasi gak masuk-masuk",0
tidak bisa login menggunakan email lama saya,0
terima kasih sudah ada apk ini saya punya pacar orang jepang hubungan lewat aplikasi ini 👍🏻,1
"dev cacat akun line gua login pake facebook, sekarang facebook di ilangin dari login line gimana gua mau login woi sedangkan belum kaitin ke nomor hp ataupun email, tolong balikin pilihan login facebook gua mau main game game lu pake akun lama gua udah jauhh woiiii progressnya",0
"kenapa mau masuk login dengan google tidak bisa masuk, verifikasi di blokir terus",0
2#¢#2#2#sw2¢#a2A Waa wae 2222,1
"Tolong kepada line, kalo emg sudah pasti kedetek akun sendiri dan di device sendiri seperti perangkat utama jangan ada muncul masalah dipertengahan login harus verifikasi kode di device lama itu seperti mengecewakan user, seharus kalo verifikasi kode jangan di dalam aplikasi linenya kan bisa langsung ke gmail terkait akunnya tersebut, saya sudah dari hari sabtu sampai sekarang sudah mau 6 hari masih harus verif kode saya aja bingung harus dapetin gimana? saya udah hubungin tim CS gada kabar",1
goobye line...✌️,0
lumayan bagus aplikasinya bisa di pakai chat juga,1
"app nya ringan tidak lemot lancar di hp saya padahal hp ram 4GB, cuma sayang banget banyak fitur tidak berfungsi banyak yang eror, mungkin karena aturan dari developer apk line untuk orang indonesia terbatas tidak bisa mengakses semua fitur apk secara normal, mengapa harus di batasi? saya harap hall ini segera di atasi dan di perbaiki, maaf untuk sementara saya uinstal.",1
"Log in by no hp, ga bisa nerima sms.. Sudah coba kirim email tp ga ada respon dr pihak apk line.",0
susah daftarkan no telpon. pakainya juga ribet,1
"ampas nih, ngga bisa daftar akun baru",0
"ini gmn ya eror trs, sy g bisa kirim pesan, sedangkan orang bisa",0
tolong adakan fitur update story seperti whatsapp yahh,1
ini gimana login kok udah ga ada fitur login pake facebook itu akun game aku login pake itu emang apl bb ini,0
"ga jelas buat login aja dipersulit, udah coba lewat email dan passwordnya udah bener malah salah katanya aplikasi gaje",0
masuk sj susahnya mnta ampun.akhirnya tak hpus lagi,0
"ngga ada bgm di region Indonesia, padahal dijepang ada loh? kalau ditambahin bgm,line bakal tambah bagus",1
"Hello, why is my account blocked? I have tried several times. Please return my account because I want to play the Getrich game. Id: FebiJulian33 / Febi Julian. Thank you.",0
tdk ada filter di video call,1
"banyak penipuan, pelecehan seksual, investasi bodong, profil banyak tidak asli",0
