userName,score,at,content
Pengguna Google,3,2025-08-26 06:47:23,"ngga ada bgm di region Indonesia, padahal dijepang ada loh? kalau ditambahin bgm,line bakal tambah bagus"
Pengguna Google,1,2025-08-26 04:26:38,"Hello, why is my account blocked? I have tried several times. Please return my account because I want to play the Getrich game. Id: FebiJulian33 / Febi Julian. Thank you."
Pengguna Google,5,2025-08-26 01:13:10,tdk ada filter di video call
Pengguna Google,2,2025-08-25 14:54:32,"banyak penipuan, pelecehan seksual, investasi bodong, profil banyak tidak asli"
Pengguna Google,1,2025-08-25 14:42:36,"maaf saya kasih Bintang 1 karna Fitur Status di Line sudah Tidak ada, Saya banyak Kirim Foto Video dengan Harapan Suatu saat Bisa saya lihat kembali. skarang sudah Hilang SEMUANYA!!!"
Pengguna Google,1,2025-08-25 13:14:21,"halo developer,untuk developer saya mohon perbaiki sistem login dan daftarnya khusus untuk nomor telpon nya untuk bisa masuk ke dalam Line nya ya mohon diperbaiki ya untuk developer nya ya,dan perbaiki juga khusus untuk sistem loginnya di Facebook nya untuk bisa bener bener login dan bisa masuk ke dalamnya dan menurut saya tolong perbaiki semuanya total di sistem login dan daftar nya ya untuk developer nya saya mohon ya perbaiki semua sistem login dan daftarnya ya,bisa digunain semua Android ya?"
Pengguna Google,1,2025-08-25 12:38:31,"gak bisa menambahkan nomor telepon, nyari teman dimana..payah"
Pengguna Google,1,2025-08-25 12:04:56,apaan ini mau daftar no teflon tapi muncul notif no telfon tidak tersedia di negara/wilayah anda. kocak kocak
Pengguna Google,4,2025-08-25 11:54:51,kok lelet ya. lambat masuk chatnya . kyk slow gitu...
Pengguna Google,1,2025-08-25 07:18:06,gabisa acc permintaan berteman + gabisa bales chat (kena suspend) 😭😭😭
Pengguna Google,3,2025-08-25 05:02:11,kenapa ada iklannya
Pengguna Google,2,2025-08-25 01:28:10,knpa verifikasi terblokir terus yaa
Pengguna Google,1,2025-08-24 22:36:21,tidak bisa daftar nomor telepon
Pengguna Google,1,2025-08-24 21:30:30,ini aplikasi buruk.. jangan sampai di download.. yang buat orang tolol sedunia.. tolol nya melebihi batas
Pengguna Google,1,2025-08-24 18:17:57,"Apaan anjjeeng gua tambah teman malah kena blok,padahal cuma beberapa doang. Kurang dari 20 teman yg gua add. aplikasi sampah!!!"
Pengguna Google,1,2025-08-24 13:09:44,aplikasi ini ribet mau daftar ny
Pengguna Google,1,2025-08-24 12:52:33,gabisa bikin akun
Pengguna Google,1,2025-08-24 12:21:33,"apk memeq, mau login reset pass susah padahal ada no hpnya. mau buat baru sampe 3 email di blokir. tol00l"
Pengguna Google,5,2025-08-24 05:14:57,bagus sangat membantu
Pengguna Google,1,2025-08-24 03:40:18,"ini knp apknya jdi jelek bnget ,, ternyata Emg bener udh paling bener balikin sistem kek dulu,,skrng mau login akun lama pun susah mau minta code ,,, setidaknya beri opsi lain lah,,kirim lewat email kek ,, ini malah minta lewat akun yg sudah login di perangkat lama,,Dev nya ga mikir atau gmna,,masa kalah sama apk"" lain kl ada problem bisa lewat email ,,ini apk lama masa masalah bgini ga di gubris"
Pengguna Google,4,2025-08-24 01:06:54,Mantap
Pengguna Google,1,2025-08-23 20:06:27,"mau login ke akun yang dulu, ganti sandi lewat email sudah diganti dimasukan malah salah, sudah saya coba bbrp kali tetap salah padahal sudah sesuai yang saya masukkan"
Pengguna Google,3,2025-08-23 15:51:04,"plis line pikirn lagi dah buat balikine line kaya sebelumnyaa , karna line lebih seru dan juga perantara chat kalo wa error , keselnya adalah banyak foto foto kenangan terhapus semuaa kek syedih bgt . tolonglaaa"
Pengguna Google,2,2025-08-23 14:59:34,"kenapa login lewat Facebook nya ga ada akun lama saya login lewat Facebook, nomer lama nya juga udah hilang"
Pengguna Google,1,2025-08-23 13:26:08,"tolong lahh kenapa ga bisa mendaftar, cmn berhenti di logo line terus cari koneksi"
Pengguna Google,2,2025-08-23 11:23:55,Aplikasi setres baru aja donlod mau log in malah suru apdet lg aneh
Pengguna Google,1,2025-08-23 10:57:27,saya sangat kecewa atas apk nya titik
Pengguna Google,4,2025-08-23 10:22:53,ga asik gaada stiker meme njir tp ya buat chatan okelah TP GAADA STIKER MEME
Pengguna Google,5,2025-08-23 00:42:40,tidak bisa add friends not error please help thx
Pengguna Google,1,2025-08-22 16:30:20,ko GK BSA nyari tmen d skitar GK kaya d yutube
Pengguna Google,3,2025-08-22 16:11:03,"tolong, kenapa tidak bisa login di perangkat baru"
Pengguna Google,5,2025-08-22 14:42:40,di saat gabut ada hiburan
Pengguna Google,2,2025-08-22 13:00:40,"kembalikan fitur ""status Line"" biar kita bisa tau mana teman yg aktif dan tidak..."
Pengguna Google,1,2025-08-22 12:46:04,Tidak bisa mendaftarkan nonor telepon
Pengguna Google,1,2025-08-22 08:14:25,g bisa buat akun baru
Pengguna Google,1,2025-08-22 06:41:23,"kecewa bgt sama aplikasi ini,no saya di pake sama orang lain padahal no saya gunakan sudah lama bgt dari 2019 dan tidak pernah mendaftar no saya ke aplikasi line ini tetap sudah terdaftar, saya mencoba mencari bantuan di aplikasi line tidak ada hasil,saya tanya ke operator kartu saya tercatat hanya 1x penguannan itu aku,tetapi aneh knp sudah bisa terdaftar di line..mencoba masuk padahal otp sudah masuk jg tetep tidak bisa ..koreksi untuk pusat bantuan lebih di permudah,karena ini sensitif."
Pengguna Google,1,2025-08-22 02:41:40,"Aplikasi Smpah... akuu mau login ke akun LINE ku ngk bisaa teruusss stuck di loading ny Udh aku coba berulang"" selama 1jam tetep ajaa stuck, udh pakai jaringan 5G pun tetep sama aja ngk di alihkan ke akun google akuu, Aku Coba Pakai HP temen juga sama Ajaa. niat mau login LINE di hp skrang gara"" hp yg lama rusak ngk bisa di pakai lgih Malah ngk bisaaaa Sampah!! dulu gampang banget padahal login ke akun LINE nyaa skrang Kog Ginih Hadeuh. TOLONG DONG DEV PERBAIKIII"
Pengguna Google,5,2025-08-21 17:59:38,"Top 1,goto line"
Pengguna Google,1,2025-08-21 16:30:36,"busuk, gabisa login Facebook"
Pengguna Google,5,2025-08-21 13:37:35,aplikasi sangat bagus untuk komunikasi
Pengguna Google,1,2025-08-21 12:56:59,Buruk
Pengguna Google,5,2025-08-21 07:59:28,bagus
Pengguna Google,1,2025-08-21 06:59:33,"mau login aja ribet, verifikasi lahh, masukin pasword lahh"
Pengguna Google,2,2025-08-21 05:15:18,"Daftar udah oke semua , giliran klik setuju malah GK bisa, coba daftar ulang bilangnya akun sudah terdaftar tapi tidak bisa login , padahal ini akun pertama tapi kok seolah jadi akun di banyak perangkat. ANEH"
Pengguna Google,1,2025-08-21 03:47:08,kenapa login dengan Facebook di tiadakan padahal saya hanya bisa login denga facebook
Pengguna Google,5,2025-08-20 15:52:11,Bagus
Pengguna Google,1,2025-08-20 08:38:21,kenapaaa mau login gak bisaa ini Line
Pengguna Google,3,2025-08-20 03:18:40,penuh iklan
Pengguna Google,1,2025-08-20 01:31:11,"Lost my Line account due to factory reset. Can't log in to the new Line app. The procedure is very inconvenient for users. It should be made simple but still secure. For example, you can verify via email address and phone number or via the call center by filling in the identity registered when creating Line. Even creating a new account can't add a phone number because it's not allowed in my country. This is Djancoek. 😂😂 Stressed... I lost contact with my coworkers in Japan and my bosses there!"
Pengguna Google,1,2025-08-20 00:39:12,"login dipersulit, sudah 2 akun saya yang hilang. mending balikin lagi fitur login dengan Facebook!"
Pengguna Google,3,2025-08-19 23:25:14,knpa line susah bgt sih
Pengguna Google,1,2025-08-19 16:48:44,"apk dongo, masukin no tlpn gabisa mulu lawak"
Pengguna Google,1,2025-08-19 16:24:16,"saya mau mendaftarkan no hp, tapi disana diberitahu bahwa no hp tidak tersedia di wilayah anda. saya juga udah mencoba pake no yang berbeda tapi tetap sama saja"
Pengguna Google,1,2025-08-19 13:13:33,"hp lama ga bisa dipake, mau login di hp baru butuh hp lama, udah minta solusi ke cs cuma kasih saran bikin akun baru. mengecewakan"
Pengguna Google,1,2025-08-19 12:34:31,ingin login ke perangkat baru karena hp lama udah rusak..ribet banget cara login nya masa harus pake perangkat lama??
Pengguna Google,5,2025-08-19 12:20:20,bagus
Pengguna Google,1,2025-08-19 11:30:43,verivikasi g bisa lewat email masuk ke hp baru harus lewat hp lama yg udh didaftarin(hp nya hilang atau g bisa = mustahil)
Pengguna Google,1,2025-08-19 11:00:36,Susah bgt login
Pengguna Google,1,2025-08-19 08:11:30,"Aplikasi kocak sistemnya ga kayak dulu mau login dipersulit harus ini itu, sedangkan device saya baru, email password padahal bener tpi pas login tulisan salah mulu kan kocak. mana akun line gw terkait banyak game tpi gabisa di login LINE nya emang tolol sistem nya balikin lagi woi kek dulu. ini game gw kek mana gabisa di login alias ilang (GW UDAH SPEND BANYAK DI ROX KOCAK)"
Pengguna Google,5,2025-08-19 04:17:04,"bagus sihh buat nambah temen, tapi fitur bikin story nya jd ilangg bisaa di balikin kaya dlu ga😆😭"
Pengguna Google,1,2025-08-19 00:22:12,tiba tiba eror g jls bngt ni aplikasi
Pengguna Google,4,2025-08-18 13:45:50,buat story lg dong
Pengguna Google,1,2025-08-18 12:29:53,Terjadi masalah pada pembuatan ID LINE
Pengguna Google,1,2025-08-18 12:21:05,"Sedih, aplikasi ini sudah tidak sebagus dulu. Sangat disayangkan, padahal aplikasi ini banyak dibutuhkan oleh orang-orang. Melihat respon yang lain, sepertinya memang harus dikembalikan seperti yang lama. Saya juga sangat butuh fitur voom yang sebelumnya. Tolong di pikirkan kembali, terima kasih developer."
Pengguna Google,5,2025-08-18 11:04:57,menjadi akun Line yang bermanfaat
Pengguna Google,1,2025-08-18 09:02:30,"semenjak fitur voom ilang, jadi males"
Pengguna Google,5,2025-08-18 03:40:54,"lebih cerdas,dan simple"
Pengguna Google,5,2025-08-18 03:24:30,hallo kenapa saya tidak bisa menambahkan no telepon
Pengguna Google,5,2025-08-17 23:46:22,ok
Pengguna Google,1,2025-08-17 20:54:30,foto² dulu hilang gak bisaaa melihat story updte jaman dulu
Pengguna Google,1,2025-08-17 18:32:06,"aplikasi sangat buruk sekali. fitur""nya dihilangkan semua. sementara akun line saya yang sudah ga aktif nomer buat verifikasi sangat susah. hilangin aja app kek gini, ga guna!!!"
Pengguna Google,1,2025-08-17 17:14:24,sekarang udah ga ada openchatnya ya?
Pengguna Google,1,2025-08-17 14:59:06,gabisa login
Pengguna Google,1,2025-08-17 09:41:20,kembalikan log in via Facebook. hilang akun saya ga bisa log in
Pengguna Google,1,2025-08-17 07:50:38,"apalah mau login aja verifikasi diblokir, gajelas amat tinggal verifikasi lewat no telp atau code verifikasi diemail aja gabisa"
Pengguna Google,1,2025-08-16 23:38:35,kembali kan login via Facebook.
Pengguna Google,1,2025-08-16 21:41:32,saya biasa nya pindah akun mudah ini kok susah setengah mati. biasanya pindah akun pake kode QR.. SEKARANG KOK JADI SUSAH BANGET
Pengguna Google,1,2025-08-16 18:20:07,berjam jam saya coba nambahkan nomor telepon tapi tidka bisa juga. menambah kan pertemanan melalui nomor telepon pun juga tidak bisa. ternyata ulasan di playstore buruk buruk dengan masalah yang sama. aplikasi sampah
Pengguna Google,1,2025-08-16 17:39:21,tidak bisa login menggunakan google hanya tersangkut di halaman login
Pengguna Google,4,2025-08-16 16:44:53,tidak bisa aktivasi nomor telepon
Pengguna Google,1,2025-08-16 15:11:16,"Terlalu ribet. Demi keamanan tapi ya jangan gitu, mau login susah ya Tuhan. Tujuan biar konsumen nyaman, bukan aman doang."
Pengguna Google,1,2025-08-16 14:13:51,mau pindah akun aja ribet pepek
Pengguna Google,3,2025-08-16 12:44:22,Kenapa aqun line tidak bisa menambahkan nomer telpon
Pengguna Google,5,2025-08-16 08:56:41,masih berharap voom balik lagi 😔😔
Pengguna Google,1,2025-08-16 07:49:06,"kenapa tiba2 saya tidak bisa mengirim dan menerima pesan?????????????? kejam sekali tiap pesan yang d kirim ada tanda serunya. padahal g ada pembahasan nyeleneh. tiba2 aja nih, nyebelin banget"
Pengguna Google,1,2025-08-16 07:05:46,"banyak eror ketika log in, tidak bisa menampilkan akun google"
Pengguna Google,1,2025-08-16 06:08:48,"kenapa login via Facebook sudah ga bisa? nomer udah hangus, Email yg dulu buat daftar malah ga bisa buat login."
Pengguna Google,3,2025-08-16 04:26:16,"udah ga bisa nambahin nomor telepon, login pake akun google malah harus pindah akun dulu, kenapa ribet si cara loginnya? kalau bisa nambahin nomor telepon mah gapapa deh,ini udah ga bisa login pun harus pindah akun"
Pengguna Google,5,2025-08-16 03:37:36,udah ku ingin kan karena aku suka banget dengan line ini lalu ini kalo dari share jadi YouTube jadi ini sederhana
Pengguna Google,2,2025-08-15 22:36:10,kok ada iklan judol??
Pengguna Google,1,2025-08-15 21:57:23,Susah untuk daftar atau login
Pengguna Google,1,2025-08-15 20:01:41,"udah ga ada line voom, ga seru banget"
Pengguna Google,1,2025-08-15 19:33:29,Selalu saja pembaruan yg tak bergunaaa.. tolonglah.m.. lima bulan aja gk d perbaruiiii... ngabisin kuata taugak!!!😈😈😈
Pengguna Google,2,2025-08-15 16:57:20,"demi apapun aku lama banget login nya gabisa bisa padahal mau buat akun baru, ini gimana sih sinyal full aja kok"
Pengguna Google,1,2025-08-15 16:37:32,"kecawa bgt sama Line, skrg sdh ada Iklanya, iklanya kayak iklan Aplikasi murahan."
Pengguna Google,5,2025-08-15 11:18:36,ok
Pengguna Google,1,2025-08-15 11:00:27,"jelek, aneh ih masa gua diblokir padahal ga ngapa ngapain"
Pengguna Google,1,2025-08-15 08:26:25,GK bisa menambah kan no telp ... gimana sih BKN nya mempermudah malah mempersulit
Pengguna Google,2,2025-08-15 03:05:10,"tidak dapat menambahkan teman, tidak dapat memaksukan nomor telvon ke line pribadi."
Pengguna Google,1,2025-08-15 01:56:53,"saya ingin melakuakn daftar baru, tetapi saya menunggu sangat lama bahkan sudah satu jam tetapi masih loading"
Pengguna Google,5,2025-08-15 01:47:25,👍👍
Pengguna Google,1,2025-08-14 21:35:36,"No hp dan perangkat lama saya sudah tidak ada, saya cuma biaa login lake email , tapi malah di suruh verifikasi ke perangkat lama haduh, ya ga bisa lah, minimal opsi nya tambahin lah buat login, liat aja login terakhir line gua kapan, males buat akun baru ilamg semua kontak kocak"
Pengguna Google,1,2025-08-14 19:03:05,"KARENA AKUN LAMA SAYA YANG TERTAUT HANYA DENGAN NOMOR TELFON TIDAK BISA DI BUKA LAGI, TOLKNG PERBAIKI KARNA SAYANG AKUN SAYA *BERBICARA DENGAN NADA SEDIHHH"
Pengguna Google,1,2025-08-14 17:24:03,"punya akun line pas 2019, skrng di buka lagi fiturnya beda jauhh. jadi ga bisa masuk ke akun yg dulu. padahal penuh kenangan. ga bisa bertaut dengan FB kalo bisa balikin fitur login dengan FB"
Pengguna Google,1,2025-08-14 16:12:47,"Mengapa akses login mengunakan Facebook di hapus,saya ingin login ke akun utama line saya menggunakan Facebook,tetapi sudah tidak ada akses login menggunakan Facebook ?"
Pengguna Google,1,2025-08-14 07:15:52,tidak bisa lihat daftar teman yg tersimpan dikontak
Pengguna Google,2,2025-08-14 00:03:41,knpa line ku gak bisa masuk
Pengguna Google,1,2025-08-13 23:30:14,kok gabisa masukin no tlpn ya kocak bgt ni apk skrng akun yg dulu juga gabisa dibuka lagi hadehhh cacat ni apk
Pengguna Google,3,2025-08-13 21:51:20,"tolong di perbaiki lagi line. tolong balikkin line seperti dulu lagi setiap aku login pakai google kok minta terus yaa kode pindah, padahal aku ga pernah aktifkan kode pindah, dulu ga gini tolong di perbaiki, tambah nomor telepon juga ga bisa ini kenapa sihh dulu awal-awal aku pakai tahun 2014 sampe 2022 aman-aman aja ga ada masalah sedikit pun seperti ini, tolong di perbaiki juga"
Pengguna Google,1,2025-08-13 17:26:23,verifikasi akun sulit
Pengguna Google,5,2025-08-13 14:47:34,ini aplikasinya sangat bagus dan sangat puas bisa dapat jodoh dsini luar biasa Line
Pengguna Google,4,2025-08-13 12:40:27,"Minta update mulu, tapi masih ajeg aja gak ada perubahan apapun. line serius ini konten apk cuma perpesanan doang??? balikin lagi kali fitur story nya"
Pengguna Google,5,2025-08-13 09:19:44,kenapa nggak bisa masuk pakai nomor gimana caranya
Pengguna Google,1,2025-08-13 05:17:00,gak bisa install
Pengguna Google,3,2025-08-13 03:08:34,"terlalu banyak error, mau add tema eror, add pertemanan eror, people nearby eror, tolong dong segera diperbaiki"
Pengguna Google,1,2025-08-13 02:36:29,kenapa line tidk bsa di install???
Pengguna Google,1,2025-08-13 01:43:07,"tidak ada menu pemulihan lupa password akun, hp lama sudah rusak kok masih suruh login pake hape lama dan tidak ada opsi lainnya, tidak ada solusi, terpaksa UNINSTALL...!!!"
Pengguna Google,1,2025-08-12 19:56:52,susah login nomor gak Nerima kode verifikasi padahal dah bnar
Pengguna Google,1,2025-08-12 18:50:01,sedih pdhal saya suka menggunakan line tapi krna hp ke riset smntra nmr yang dulu daftar line sudah hangus..jd gak bs login lg .pdhal smua data penting tersimpan di line.. sangat kecewa krna developer tidak memikirkan pengguna setia yang sudah lma memakai line
Pengguna Google,1,2025-08-12 18:17:05,"gabisa login padahal baru ganti gmail, bye line"
Pengguna Google,1,2025-08-12 15:37:00,Chat ke teman masuk tapi chat teman ke saya tidak masuk
Pengguna Google,5,2025-08-12 14:13:27,sangat bagus dan baik dimain kan mantap
Pengguna Google,1,2025-08-12 12:55:12,DEVELOPER ANSHPSKSHKSUDBDHSN MO LOGIN AE SUSAH NJG. KLO MO APUS LINE LGSG BERI PENGUMUMAN AJA GAUSA MAKIN DIPERSULIT LOGIN KOCAK.
Pengguna Google,4,2025-08-12 12:51:52,ga bisa instal
Pengguna Google,1,2025-08-12 12:12:39,"apk sangat mengecewakan, untuk daftar saja susah sampe. nyesel aku dowload aku saranin jangan kalian dowload guyssss entar nyesellllllllll"
Pengguna Google,1,2025-08-12 09:19:26,"akun tiba tiba diblokir tanpa alasan, saya tidak melakukan apapun tiba tiba diblokir"
Pengguna Google,1,2025-08-12 04:15:15,"masih tetap gak bisa mengirim pesan, tapi bisa menerima pesan, apk gaje"
Pengguna Google,5,2025-08-12 03:16:30,aplikasinya jelek gak cocok sepertinya untuk HPku
Pengguna Google,1,2025-08-12 02:41:53,"Saya sangat kecewa dengan LINE. Pelayanan customer service-nya lambat sekali, respons bisa memakan waktu berhari-hari tanpa solusi yang jelas. Selain itu, proses login sangat menyulitkan karena harus menggunakan perangkat lama yang sebelumnya dipakai. Jika perangkat lama sudah rusak atau hilang, akses akun jadi ribet dan hampir mustahil tanpa prosedur yang rumit. Harusnya LINE mempermudah penggunanya, bukan malah membuat frustrasi."
Pengguna Google,1,2025-08-12 01:42:30,kenapa ga bisa login lewat fb ? malah makin ribet
Pengguna Google,1,2025-08-12 01:16:15,kembalikan fitur tambah nomor indonesia
Pengguna Google,5,2025-08-11 16:32:04,sangat bagus
Pengguna Google,1,2025-08-11 15:16:08,"parah banget sekarang mau login aja ribet banget, gara2 hape sebelumnya error jadi terpaksa harus di reset sekarang mau login lagi pake akun email yang sama tapi harus verifikasi dulu di line hape sebelumnya, Khan tolol. Gimana mau verifikasi hape nya aja error gak bisa dibuka terus udah di riset. udah diotak Atik tapi tetep gak ketemu cara lain karena harus verifikasi dulu di line hape sebelum nya. Bikin pusing, padahal banyak chat penting di akun line itu."
Pengguna Google,2,2025-08-11 15:06:57,aplikasi menutup dan error
Pengguna Google,1,2025-08-11 14:01:25,lemot kek yang buat
Pengguna Google,2,2025-08-11 11:12:36,aplikasi ini tau2 log out sendiri .... fiturnya tambah ksini tambah jelek.. teman2ku hilang smua padahal sudah dicadangkan no tlp tidak bisa masuk2 ah pokonya kecewa!!!
Pengguna Google,1,2025-08-11 04:58:54,"tolong evaluasi kembali untuk lupa sandi, apakah tidak ada alternatif lain selain dari email?"
Pengguna Google,5,2025-08-11 03:08:05,ci sen
Pengguna Google,3,2025-08-11 02:57:05,"tidak bisa menambahkan teman, akun tidak bisa di login ulang"
Pengguna Google,1,2025-08-10 17:58:15,kekurangan line iyalah untuk login. ketika HP Rusak & Hilang kita sudah tidak bisa login lagi ke akun lama. Dev nya otak nya ga mikir kesana. setidaknya ada akses buat login untuk kirim ke email.
Pengguna Google,1,2025-08-10 13:20:16,"mau masuk/login aja susah bgt! padahal no tlpn atau email sudah benar, eh malah disuruh nunggu 22 hari lagi buat login, kocak line ga jelas! UNINSTALL!"
Pengguna Google,5,2025-08-10 12:09:25,"kenapa verifikasi tidak bisa lewat email saja, krn nomor telepon yang Lama sudah expired...kenepa developer tidak berpikir sperti demikian?...saya sangat butuh akun Line...tapi fitur line banyak yg dihapus. tolong sediakan lagi fitur""sperti login via facebook atau dapatkan kode verifikasi lewat email."
Pengguna Google,1,2025-08-09 16:46:38,SIALANN KARENA VN NYA ERROR AK G DPT LOPYU DRI CEWE AK!!!
Pengguna Google,1,2025-08-09 15:25:13,"tiba-tiba eror gak jelas, terus gak bisa dipake lagi"
Pengguna Google,5,2025-08-09 09:07:12,ok
Pengguna Google,5,2025-08-09 08:50:02,ok
Pengguna Google,1,2025-08-09 08:03:33,kenapa line saya tidak bisa mengirim pesan dan login? saya sangat memerlukan line untuk aktivitas universitas
Pengguna Google,2,2025-08-09 04:59:00,"tolong kembalikan fitur story dan timeline nya, sekarang line jadi tidak seru dan cenderung sepi karena tidak ada fitur tersebut"
Pengguna Google,1,2025-08-09 01:23:04,"please laaa tolong , bagaimana pengguna lama mau login ,ini susah banget kudu masukin kode dari device lama, kondisinya gabisa, dulu selagi email dan password bener udah bisa masuk, kenapa sekarang jadi susah banget-_- mana loading ga kelar² tiap login-_- makin kesini makin ribet make aplikasi ini, beda sama yang dlu, gampang buat login"
Pengguna Google,1,2025-08-08 19:53:57,ribet login nya.
Pengguna Google,3,2025-08-08 18:29:57,"uda banyak berubah ih line, banyak fitur yang diapus sama line, pdhl aku donlod line lagi buat fitur itu but uda gaada😭🙏, fitur beranda sama grup grup."
Pengguna Google,5,2025-08-08 10:06:24,"Message for Line developers, please bring back the Voom and Story Line features, I think those features are very useful for us."
Pengguna Google,1,2025-08-08 09:54:21,Saya download ini cuma karena nyari nomor nya pemain drakor😍😍😍😍
Pengguna Google,1,2025-08-08 09:33:16,"plis la diubah lagi settingannya sprt tahun 2019 lalu,biasanya login pakai email / no.hp langsung masuk tanpa verifikasi,ini harus verifikasi kode dulu ,rencana mau pindah akun ke device yg satunya,ternyata sebelum pindah device kalau bisa device yg terconnect ke Line gk boleh log iut biar dapat kode verif nya,fitur sprt ini buat user jadi susah sih banget utk login,pls tolong diperbaiki,banyak kenangan cuk di akun gw"
Pengguna Google,1,2025-08-08 04:03:12,Tidak bisa mengirim pesan / menerima pesan sama sekali
Pengguna Google,5,2025-08-08 03:51:41,keren
Pengguna Google,3,2025-08-08 00:33:56,"kenapa hPe saya ga bisa download ya, padahal memori nya msh banyak"
Pengguna Google,1,2025-08-07 16:53:49,saldo saya di dana tiba tiba di potong untuk membayar aplikasi ini sebelum nya saya tidak pernah membeli atau membayar untuk aplikasi ini mohon di kembalikan dana nya dan akan saya cabut bintang nya
Pengguna Google,1,2025-08-07 15:58:53,"Saya tidak tau terjadi error atau apa tetapi saya tidak bisa login ke akun lama saya. Setiap kali buat akun baru selalu keblokir, tidak bisa buka notes dan lain-lain. Sekarang saya tidak bisa mendownload line lagi dari playstroe"
Pengguna Google,2,2025-08-07 15:52:04,gajelas anjir tiba² bgt gue ga bisa kirim pesan!!! malah ditangguhkan baru juga download! udh di report masih aja bgtu lagi
Pengguna Google,1,2025-08-07 14:47:53,buruk!! tidak bisa menonton youtube lagi di line setelah pembaruan
Pengguna Google,3,2025-08-07 13:21:08,helo kenapa punya saya tidak bisa daftarkan nmr telpon saya
Pengguna Google,5,2025-08-07 13:03:04,mantap 👍
Pengguna Google,1,2025-08-07 07:22:59,"aplikasi yang tidak jelas dan payah, ketika saya ingin login tiba tiba tidak bisa, lalu nomor saya di pakai oleh akun lain dan ketika saya menggunakan email saya tetap tidak bisa login. saya coba katanya minta login di device lama padahal jelas jelas sudah saya logout tapi tidak bisa login, menyusahkan sekali untuk login line ini. mengecewakan sekali aplikasi ini."
Pengguna Google,1,2025-08-07 04:50:40,Aplikasi nya jelek masa suruh apdate tapi gabisa 😡😅
Pengguna Google,1,2025-08-07 04:28:22,"opsi login dengan email kembalikan, mau login ke akun lama jadi susah"
Pengguna Google,1,2025-08-07 03:56:20,"tida bisa mendaftar dengan nomer hp ,,dan juga tida bisa mencari teman dari nomer hp"
Pengguna Google,1,2025-08-07 02:53:33,aplikasi tolol
Pengguna Google,5,2025-08-07 02:03:02,good
Pengguna Google,1,2025-08-07 00:03:34,"aplikasi bobrok, abis logout pas mau login lagi di suruh input kode di akun linenya.... aneh bgt aneh ga bisa deket perangkat utama apa ya tutup aja lah ini apk, ga guna malah nyusahin penggunanya"
Pengguna Google,5,2025-08-06 23:21:58,OK
Pengguna Google,1,2025-08-06 23:11:29,buruk
Pengguna Google,5,2025-08-06 21:09:38,ok
Pengguna Google,2,2025-08-06 13:16:27,"susah banget buat login ke akun lama, udah otak atik ttp harus masukin kode pindah akun, padahal HP ke restart, nyusahin"
Pengguna Google,1,2025-08-06 13:02:11,"Kenapa ruang buat posting status dihilangkan??? Mau UNINSTAL saja sbb tdk guna lagi LINE, NO GOOD 👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼"
Pengguna Google,1,2025-08-06 12:32:42,🔥
Pengguna Google,5,2025-08-06 12:26:32,😇 Bagus 😊
Pengguna Google,1,2025-08-06 10:50:22,aplikasi line nya ga bisa buat login sama daftar udah berkali kali hapus donlod terus
Pengguna Google,1,2025-08-06 10:03:20,woi admin gw log-in Facebook kemaren login line kenapa di hapus jdi ga bisa login anjg
Pengguna Google,5,2025-08-06 09:49:18,"How come I can't log in even though I'm the account owner who logged in? Please fix this problem, it's bothering people."
Pengguna Google,4,2025-08-06 05:44:16,sejauh ini masih aman lah ya. cuma kurangnya ketika mau daftar dengan no yang sama itu susah bgt apalagi ketika kita ganti hp/rusak hp nya kita harus masuk di layar utamanya dulu buat konfirmasi nya
Pengguna Google,1,2025-08-05 23:00:30,maaff tolong kembalikan fitur login facebooknya. saya mohon banget buat defloper nya plis🙏 Terimakasih
Pengguna Google,1,2025-08-05 17:12:31,"Hp saya hilang. Log in ke hp baru dengan email yg sama harus pakai qr code dan sangat memerlukan perangkat lama. Saya coba masukkan pw tapi tidak salah, saya tidak ingat. Kenapa kode tidak bisa dikirim lewat email saja seperti aplikasi lain? Apakah tidak terpikir oleh developer kalau perangkat sebelumnya bs saja hilang? Akhirnya tidak bisa log in pakai email yg dulu. Masa mau log in aja dibuat seribet ini. Parah, saya uninstall saja."
Pengguna Google,1,2025-08-05 13:41:01,aplikasi tidak berguna
Pengguna Google,1,2025-08-05 12:41:25,"sekarang tambah berat, sering eror sudah tidak nyaman kaya versi yg lama"
Pengguna Google,2,2025-08-05 09:59:49,"hp hilang, mau login pakai email. tapi disuruh cek Chat resmi line di hp yang hilang. karena disana dikirimi kode. aneh gimana caranya saya liat. orang hp nya hilang"
Pengguna Google,1,2025-08-05 09:11:00,apk cacat
Pengguna Google,1,2025-08-05 08:55:35,ga bisa login bngsttttt
Pengguna Google,1,2025-08-05 06:56:07,aplikasi TOLOL.
Pengguna Google,1,2025-08-05 03:14:35,gagal gak bisa masuk
Pengguna Google,5,2025-08-05 01:04:35,mohon bantuanya apakah akun line saya udah di block soalnya saya pake nomer yang terdaftar gak muncul terus verifikasinya
Pengguna Google,1,2025-08-04 19:04:55,masih banyak kekurangan
Pengguna Google,1,2025-08-04 17:28:51,akun aku di blokir sementara ga bisa masuk gimana nih line parah...
Pengguna Google,1,2025-08-04 15:05:26,busuk x
